Country Name,Country Code,Series Name,Series Code,YR2015,YR2022/YR2021
Ecuador,ECU,Imports of goods and services ,NE.IMP.GNFS.KD,23815449000,25798938136
"Egypt, Arab Rep.",EGY,Gross Tertiary School Enrollment (%),SE.TER.ENRR,32.81311035,37.81845093
"Egypt, Arab Rep.",EGY,Government Effectiveness,GE.EST,-0.689975858,-0.44754681
"Egypt, Arab Rep.",EGY,Rule of Law,RL.EST,-0.602962196,-0.263772666
"Egypt, Arab Rep.",EGY,Voice and Accountability,VA.EST,-1.189931273,-1.451588035
"Egypt, Arab Rep.",EGY,Control of Corruption,CC.EST,-0.600650787,-0.678810477
"Egypt, Arab Rep.",EGY,Imports of goods and services ,NE.IMP.GNFS.KD,71347708895,1.06E+11
El Salvador,SLV,Gross Tertiary School Enrollment (%),SE.TER.ENRR,27.2137394,NA
El Salvador,SLV,Government Effectiveness,GE.EST,-0.285884112,-0.320332825
El Salvador,SLV,Rule of Law,RL.EST,-0.616285026,-0.741353929
El Salvador,SLV,Voice and Accountability,VA.EST,0.152402803,-0.371873051
El Salvador,SLV,Control of Corruption,CC.EST,-0.447236538,-0.642081201
El Salvador,SLV,Imports of goods and services ,NE.IMP.GNFS.KD,11033340000,13214716611
Equatorial Guinea,GNQ,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Equatorial Guinea,GNQ,Government Effectiveness,GE.EST,-1.178671598,-1.296387792
Equatorial Guinea,GNQ,Rule of Law,RL.EST,-1.335403919,-1.406256437
Equatorial Guinea,GNQ,Voice and Accountability,VA.EST,-1.999269724,-1.668113351
Equatorial Guinea,GNQ,Control of Corruption,CC.EST,-1.572066545,-1.601716042
Equatorial Guinea,GNQ,Imports of goods and services ,NE.IMP.GNFS.KD,5566862109,4788102495
Eritrea,ERI,Gross Tertiary School Enrollment (%),SE.TER.ENRR,3.305740118,NA
Eritrea,ERI,Government Effectiveness,GE.EST,-1.678592086,-1.730404496
Eritrea,ERI,Rule of Law,RL.EST,-1.52557373,-1.771386266
Eritrea,ERI,Voice and Accountability,VA.EST,-2.106587887,-1.879930735
Eritrea,ERI,Control of Corruption,CC.EST,-1.339255452,-1.282102227
Eritrea,ERI,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Estonia,EST,Gross Tertiary School Enrollment (%),SE.TER.ENRR,76.27928925,NA
Estonia,EST,Government Effectiveness,GE.EST,1.036462069,1.343134046
Estonia,EST,Rule of Law,RL.EST,1.300439954,1.426389098
Estonia,EST,Voice and Accountability,VA.EST,1.186882734,1.197730541
Estonia,EST,Control of Corruption,CC.EST,1.255545974,1.54468286
Estonia,EST,Imports of goods and services ,NE.IMP.GNFS.KD,16825097279,26345666514
Eswatini,SWZ,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Eswatini,SWZ,Government Effectiveness,GE.EST,-0.539831638,-0.68612045
Eswatini,SWZ,Rule of Law,RL.EST,-0.319038302,-0.602303207
Eswatini,SWZ,Voice and Accountability,VA.EST,-1.393398523,-1.227049828
Eswatini,SWZ,Control of Corruption,CC.EST,-0.215674281,-0.668882489
Eswatini,SWZ,Imports of goods and services ,NE.IMP.GNFS.KD,1665233707,2389604247
Ethiopia,ETH,Gross Tertiary School Enrollment (%),SE.TER.ENRR,9.278961182,NA
Ethiopia,ETH,Government Effectiveness,GE.EST,-0.71091485,-0.745265186
Ethiopia,ETH,Rule of Law,RL.EST,-0.527424872,-0.623456955
Ethiopia,ETH,Voice and Accountability,VA.EST,-1.298228741,-1.048582554
Ethiopia,ETH,Control of Corruption,CC.EST,-0.476131946,-0.440878779
Ethiopia,ETH,Imports of goods and services ,NE.IMP.GNFS.KD,19565922932,19639121446
Faroe Islands,FRO,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Faroe Islands,FRO,Government Effectiveness,GE.EST,NA,NA
Faroe Islands,FRO,Rule of Law,RL.EST,NA,NA
Faroe Islands,FRO,Voice and Accountability,VA.EST,NA,NA
Faroe Islands,FRO,Control of Corruption,CC.EST,NA,NA
Faroe Islands,FRO,Imports of goods and services ,NE.IMP.GNFS.KD,1348576905,NA
Fiji,FJI,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Fiji,FJI,Government Effectiveness,GE.EST,-0.334618092,0.591782868
Fiji,FJI,Rule of Law,RL.EST,-0.363319486,0.321682155
Fiji,FJI,Voice and Accountability,VA.EST,0.027792843,-0.149171755
Fiji,FJI,Control of Corruption,CC.EST,0.377842069,0.388570487
Fiji,FJI,Imports of goods and services ,NE.IMP.GNFS.KD,2451385611,NA
Finland,FIN,Gross Tertiary School Enrollment (%),SE.TER.ENRR,89.65737915,NA
Finland,FIN,Government Effectiveness,GE.EST,1.844212174,1.755126834
Finland,FIN,Rule of Law,RL.EST,2.053113937,1.958372474
Finland,FIN,Voice and Accountability,VA.EST,1.543606997,1.601619482
Finland,FIN,Control of Corruption,CC.EST,2.215771437,2.246977806
Finland,FIN,Imports of goods and services ,NE.IMP.GNFS.KD,84375126793,1.09E+11
France,FRA,Gross Tertiary School Enrollment (%),SE.TER.ENRR,62.78593063,NA
France,FRA,Government Effectiveness,GE.EST,1.417858601,1.16580689
France,FRA,Rule of Law,RL.EST,1.366789818,1.182720423
France,FRA,Voice and Accountability,VA.EST,1.206659317,1.105864763
France,FRA,Control of Corruption,CC.EST,1.248263836,1.259529948
France,FRA,Imports of goods and services ,NE.IMP.GNFS.KD,7.60E+11,8.98E+11
French Polynesia,PYF,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
French Polynesia,PYF,Government Effectiveness,GE.EST,NA,NA
French Polynesia,PYF,Rule of Law,RL.EST,NA,NA
French Polynesia,PYF,Voice and Accountability,VA.EST,NA,NA
French Polynesia,PYF,Control of Corruption,CC.EST,NA,NA
French Polynesia,PYF,Imports of goods and services ,NE.IMP.GNFS.KD,1918194296,NA
Gabon,GAB,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Gabon,GAB,Government Effectiveness,GE.EST,-0.758396924,-0.726116598
Gabon,GAB,Rule of Law,RL.EST,-0.564170301,-0.84057945
Gabon,GAB,Voice and Accountability,VA.EST,-0.894542098,-0.879000068
Gabon,GAB,Control of Corruption,CC.EST,-0.723359048,-1.048099399
Gabon,GAB,Imports of goods and services ,NE.IMP.GNFS.KD,4015443369,6955366397
"Gambia, The",GMB,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
"Gambia, The",GMB,Government Effectiveness,GE.EST,-0.989859939,-0.674558699
"Gambia, The",GMB,Rule of Law,RL.EST,-0.745699286,-0.449605197
"Gambia, The",GMB,Voice and Accountability,VA.EST,-1.4596771,-0.041429807
"Gambia, The",GMB,Control of Corruption,CC.EST,-0.813672841,-0.278427482
"Gambia, The",GMB,Imports of goods and services ,NE.IMP.GNFS.KD,459500233.5,1025058244
Georgia,GEO,Gross Tertiary School Enrollment (%),SE.TER.ENRR,51.18238068,78.93771362
Georgia,GEO,Government Effectiveness,GE.EST,0.263020337,0.6508255
Georgia,GEO,Rule of Law,RL.EST,0.221943572,0.169973269
Georgia,GEO,Voice and Accountability,VA.EST,0.274601668,0.013737321
Georgia,GEO,Control of Corruption,CC.EST,0.70071578,0.620237648
Georgia,GEO,Imports of goods and services ,NE.IMP.GNFS.KD,8659161995,12146178848
Germany,DEU,Gross Tertiary School Enrollment (%),SE.TER.ENRR,68.23291016,NA
Germany,DEU,Government Effectiveness,GE.EST,1.656743407,1.289807439
Germany,DEU,Rule of Law,RL.EST,1.759659886,1.533154368
Germany,DEU,Voice and Accountability,VA.EST,1.422017217,1.409542441
Germany,DEU,Control of Corruption,CC.EST,1.776123524,1.818375826
Germany,DEU,Imports of goods and services ,NE.IMP.GNFS.KD,1.32E+12,1.66E+12
Ghana,GHA,Gross Tertiary School Enrollment (%),SE.TER.ENRR,15.72661972,20.38973045
Ghana,GHA,Government Effectiveness,GE.EST,-0.319261193,-0.062545538
Ghana,GHA,Rule of Law,RL.EST,0.123623751,-0.076319806
Ghana,GHA,Voice and Accountability,VA.EST,0.488428712,0.394973695
Ghana,GHA,Control of Corruption,CC.EST,-0.210319385,-0.0459955
Ghana,GHA,Imports of goods and services ,NE.IMP.GNFS.KD,21091211320,26731023102
Gibraltar,GIB,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Gibraltar,GIB,Government Effectiveness,GE.EST,NA,NA
Gibraltar,GIB,Rule of Law,RL.EST,NA,NA
Gibraltar,GIB,Voice and Accountability,VA.EST,NA,NA
Gibraltar,GIB,Control of Corruption,CC.EST,NA,NA
Gibraltar,GIB,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Greece,GRC,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Greece,GRC,Government Effectiveness,GE.EST,0.146552965,0.447398782
Greece,GRC,Rule of Law,RL.EST,0.252081782,0.32558471
Greece,GRC,Voice and Accountability,VA.EST,0.651559412,0.953022003
Greece,GRC,Control of Corruption,CC.EST,-0.118774399,0.037796605
Greece,GRC,Imports of goods and services ,NE.IMP.GNFS.KD,64870128721,92733402500
Greenland,GRL,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Greenland,GRL,Government Effectiveness,GE.EST,0.843033373,0.75687325
Greenland,GRL,Rule of Law,RL.EST,1.671263099,1.690608263
Greenland,GRL,Voice and Accountability,VA.EST,1.273960948,1.26603055
Greenland,GRL,Control of Corruption,CC.EST,1.158900499,1.028838038
Greenland,GRL,Imports of goods and services ,NE.IMP.GNFS.KD,1137634631,NA
Grenada,GRD,Gross Tertiary School Enrollment (%),SE.TER.ENRR,92.88012695,NA
Grenada,GRD,Government Effectiveness,GE.EST,-0.152190432,0.038479559
Grenada,GRD,Rule of Law,RL.EST,0.175030604,0.554005027
Grenada,GRD,Voice and Accountability,VA.EST,0.806074977,0.703290701
Grenada,GRD,Control of Corruption,CC.EST,0.539796233,0.483669132
Grenada,GRD,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Guam,GUM,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Guam,GUM,Government Effectiveness,GE.EST,0.443229765,0.667918146
Guam,GUM,Rule of Law,RL.EST,1.28536284,1.221117854
Guam,GUM,Voice and Accountability,VA.EST,NA,1.102079868
Guam,GUM,Control of Corruption,CC.EST,1.151810765,1.27020359
Guam,GUM,Imports of goods and services ,NE.IMP.GNFS.KD,3089000000,NA
Guatemala,GTM,Gross Tertiary School Enrollment (%),SE.TER.ENRR,22.06971931,NA
Guatemala,GTM,Government Effectiveness,GE.EST,-0.76994127,-0.906891823
Guatemala,GTM,Rule of Law,RL.EST,-0.953765869,-1.127138257
Guatemala,GTM,Voice and Accountability,VA.EST,-0.346393049,-0.523062348
Guatemala,GTM,Control of Corruption,CC.EST,-0.780903101,-1.209751368
Guatemala,GTM,Imports of goods and services ,NE.IMP.GNFS.KD,18695335942,24850628872
Guinea,GIN,Gross Tertiary School Enrollment (%),SE.TER.ENRR,8.703927994,NA
Guinea,GIN,Government Effectiveness,GE.EST,-1.18450439,-0.941579163
Guinea,GIN,Rule of Law,RL.EST,-1.187036753,-1.102358937
Guinea,GIN,Voice and Accountability,VA.EST,-0.857851386,-1.074987411
Guinea,GIN,Control of Corruption,CC.EST,-1.014260173,-1.005414963
Guinea,GIN,Imports of goods and services ,NE.IMP.GNFS.KD,4480281599,8550369431
Guinea-Bissau,GNB,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Guinea-Bissau,GNB,Government Effectiveness,GE.EST,-1.654040575,-1.486157537
Guinea-Bissau,GNB,Rule of Law,RL.EST,-1.312096477,-1.45421803
Guinea-Bissau,GNB,Voice and Accountability,VA.EST,-0.749232173,-0.394754052
Guinea-Bissau,GNB,Control of Corruption,CC.EST,-1.509641528,-1.18539381
Guinea-Bissau,GNB,Imports of goods and services ,NE.IMP.GNFS.KD,337933435.2,NA
Guyana,GUY,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Guyana,GUY,Government Effectiveness,GE.EST,-0.3304829,-0.265898407
Guyana,GUY,Rule of Law,RL.EST,-0.541154861,-0.313648909
Guyana,GUY,Voice and Accountability,VA.EST,0.18409121,0.191786617
Guyana,GUY,Control of Corruption,CC.EST,-0.657496333,-0.295775652
Guyana,GUY,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Haiti,HTI,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Haiti,HTI,Government Effectiveness,GE.EST,-2.099767447,-2.226965666
Haiti,HTI,Rule of Law,RL.EST,-1.196147084,-1.377360702
Haiti,HTI,Voice and Accountability,VA.EST,-0.798691452,-1.191992998
Haiti,HTI,Control of Corruption,CC.EST,-1.258397222,-1.459037662
Haiti,HTI,Imports of goods and services ,NE.IMP.GNFS.KD,4481319845,5526008278
Honduras,HND,Gross Tertiary School Enrollment (%),SE.TER.ENRR,20.26543045,NA
Honduras,HND,Government Effectiveness,GE.EST,-0.85882622,-0.866467357
Honduras,HND,Rule of Law,RL.EST,-0.94206965,-1.01709938
Honduras,HND,Voice and Accountability,VA.EST,-0.421742618,-0.49180308
Honduras,HND,Control of Corruption,CC.EST,-0.5892542,-1.002071381
Honduras,HND,Imports of goods and services ,NE.IMP.GNFS.KD,13027957171,16997408815
"Hong Kong SAR, China",HKG,Gross Tertiary School Enrollment (%),SE.TER.ENRR,69.93974304,104.2232437
"Hong Kong SAR, China",HKG,Government Effectiveness,GE.EST,1.878422379,1.590222836
"Hong Kong SAR, China",HKG,Rule of Law,RL.EST,1.790758491,1.279203296
"Hong Kong SAR, China",HKG,Voice and Accountability,VA.EST,0.51482451,-0.406677544
"Hong Kong SAR, China",HKG,Control of Corruption,CC.EST,1.610676527,1.610646129
"Hong Kong SAR, China",HKG,Imports of goods and services ,NE.IMP.GNFS.KD,5.99E+11,5.91E+11
Hungary,HUN,Gross Tertiary School Enrollment (%),SE.TER.ENRR,50.06491089,NA
Hungary,HUN,Government Effectiveness,GE.EST,0.510369182,0.534344554
Hungary,HUN,Rule of Law,RL.EST,0.381605446,0.423674017
Hungary,HUN,Voice and Accountability,VA.EST,0.559989512,0.422079831
Hungary,HUN,Control of Corruption,CC.EST,0.119144142,-0.103074186
Hungary,HUN,Imports of goods and services ,NE.IMP.GNFS.KD,99881467427,1.49E+11
Iceland,ISL,Gross Tertiary School Enrollment (%),SE.TER.ENRR,75.64199829,NA
Iceland,ISL,Government Effectiveness,GE.EST,1.461544871,1.563275337
Iceland,ISL,Rule of Law,RL.EST,1.633995533,1.703025818
Iceland,ISL,Voice and Accountability,VA.EST,1.376521587,1.422389746
Iceland,ISL,Control of Corruption,CC.EST,1.898147464,1.567528129
Iceland,ISL,Imports of goods and services ,NE.IMP.GNFS.KD,7736736412,10195504254
India,IND,Gross Tertiary School Enrollment (%),SE.TER.ENRR,26.17382813,31.57125854
India,IND,Government Effectiveness,GE.EST,0.080021866,0.370331407
India,IND,Rule of Law,RL.EST,-0.069937095,0.114700042
India,IND,Voice and Accountability,VA.EST,0.427884758,0.050905809
India,IND,Control of Corruption,CC.EST,-0.406170607,-0.321810871
India,IND,Imports of goods and services ,NE.IMP.GNFS.KD,4.65E+11,7.58E+11
Indonesia,IDN,Gross Tertiary School Enrollment (%),SE.TER.ENRR,33.03264999,42.63317108
Indonesia,IDN,Government Effectiveness,GE.EST,-0.326080799,0.436999291
Indonesia,IDN,Rule of Law,RL.EST,-0.424311131,-0.188954651
Indonesia,IDN,Voice and Accountability,VA.EST,0.184871241,0.141518742
Indonesia,IDN,Control of Corruption,CC.EST,-0.518548131,-0.434910655
Indonesia,IDN,Imports of goods and services ,NE.IMP.GNFS.KD,1.79E+11,2.32E+11
"Iran, Islamic Rep.",IRN,Gross Tertiary School Enrollment (%),SE.TER.ENRR,72.12127686,NA
"Iran, Islamic Rep.",IRN,Government Effectiveness,GE.EST,-0.252853632,-0.882116675
"Iran, Islamic Rep.",IRN,Rule of Law,RL.EST,-0.940731823,-1.017072082
"Iran, Islamic Rep.",IRN,Voice and Accountability,VA.EST,-1.513588548,-1.45943284
"Iran, Islamic Rep.",IRN,Control of Corruption,CC.EST,-0.63390404,-1.126372814
"Iran, Islamic Rep.",IRN,Imports of goods and services ,NE.IMP.GNFS.KD,84507234685,44619503008
Iraq,IRQ,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Iraq,IRQ,Government Effectiveness,GE.EST,-1.201591611,-1.301915407
Iraq,IRQ,Rule of Law,RL.EST,-1.561646819,-1.750573039
Iraq,IRQ,Voice and Accountability,VA.EST,-1.12793541,-0.948201418
Iraq,IRQ,Control of Corruption,CC.EST,-1.432856798,-1.212934136
Iraq,IRQ,Imports of goods and services ,NE.IMP.GNFS.KD,58500390394,NA
Ireland,IRL,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Ireland,IRL,Government Effectiveness,GE.EST,1.52147007,1.549138188
Ireland,IRL,Rule of Law,RL.EST,1.728686571,1.527414441
Ireland,IRL,Voice and Accountability,VA.EST,1.334692955,1.449507833
Ireland,IRL,Control of Corruption,CC.EST,1.673846483,1.674448371
Ireland,IRL,Imports of goods and services ,NE.IMP.GNFS.KD,2.72E+11,5.04E+11
Isle of Man,IMN,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Isle of Man,IMN,Government Effectiveness,GE.EST,NA,NA
Isle of Man,IMN,Rule of Law,RL.EST,NA,NA
Isle of Man,IMN,Voice and Accountability,VA.EST,NA,NA
Isle of Man,IMN,Control of Corruption,CC.EST,NA,NA
Isle of Man,IMN,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Israel,ISR,Gross Tertiary School Enrollment (%),SE.TER.ENRR,60.82278824,NA
Israel,ISR,Government Effectiveness,GE.EST,1.35717535,1.236564398
Israel,ISR,Rule of Law,RL.EST,1.131567359,0.945248723
Israel,ISR,Voice and Accountability,VA.EST,0.744936585,0.674335539
Israel,ISR,Control of Corruption,CC.EST,0.9072119,0.781039
Israel,ISR,Imports of goods and services ,NE.IMP.GNFS.KD,85080552378,1.37E+11
Italy,ITA,Gross Tertiary School Enrollment (%),SE.TER.ENRR,60.94078827,NA
Italy,ITA,Government Effectiveness,GE.EST,0.491357654,0.449057072
Italy,ITA,Rule of Law,RL.EST,0.288587987,0.297009468
Italy,ITA,Voice and Accountability,VA.EST,1.03478992,1.070305943
Italy,ITA,Control of Corruption,CC.EST,0.027108585,0.527781725
Italy,ITA,Imports of goods and services ,NE.IMP.GNFS.KD,4.90E+11,6.32E+11
Jamaica,JAM,Gross Tertiary School Enrollment (%),SE.TER.ENRR,26.41311073,NA
Jamaica,JAM,Government Effectiveness,GE.EST,0.294767827,0.604482174
Jamaica,JAM,Rule of Law,RL.EST,-0.191106841,-0.071926758
Jamaica,JAM,Voice and Accountability,VA.EST,0.608786047,0.588516116
Jamaica,JAM,Control of Corruption,CC.EST,-0.283773303,-0.023381542
Jamaica,JAM,Imports of goods and services ,NE.IMP.GNFS.KD,6554700911,NA
Japan,JPN,Gross Tertiary School Enrollment (%),SE.TER.ENRR,62.47266006,NA
Japan,JPN,Government Effectiveness,GE.EST,1.754161358,1.619746804
Japan,JPN,Rule of Law,RL.EST,1.485624194,1.558240294
Japan,JPN,Voice and Accountability,VA.EST,0.988072455,1.017067313
Japan,JPN,Control of Corruption,CC.EST,1.530045748,1.539971828
Japan,JPN,Imports of goods and services ,NE.IMP.GNFS.KD,8.00E+11,9.05E+11
Jordan,JOR,Gross Tertiary School Enrollment (%),SE.TER.ENRR,33.26890945,36.00880814
Jordan,JOR,Government Effectiveness,GE.EST,0.107649274,0.194713801
Jordan,JOR,Rule of Law,RL.EST,0.415201694,0.217172459
Jordan,JOR,Voice and Accountability,VA.EST,-0.769376814,-0.794852614
Jordan,JOR,Control of Corruption,CC.EST,0.244418249,0.073047176
Jordan,JOR,Imports of goods and services ,NE.IMP.GNFS.KD,22694366197,NA
Kazakhstan,KAZ,Gross Tertiary School Enrollment (%),SE.TER.ENRR,49.03163528,NA
Kazakhstan,KAZ,Government Effectiveness,GE.EST,-0.146741137,0.143430486
Kazakhstan,KAZ,Rule of Law,RL.EST,-0.515773535,-0.474393338
Kazakhstan,KAZ,Voice and Accountability,VA.EST,-1.16378212,-1.066738844
Kazakhstan,KAZ,Control of Corruption,CC.EST,-0.871415019,-0.185301155
Kazakhstan,KAZ,Imports of goods and services ,NE.IMP.GNFS.KD,45236045679,55527748203
Kenya,KEN,Gross Tertiary School Enrollment (%),SE.TER.ENRR,9.300310135,20.48342705
Kenya,KEN,Government Effectiveness,GE.EST,-0.393306106,-0.300569445
Kenya,KEN,Rule of Law,RL.EST,-0.506872714,-0.321951181
Kenya,KEN,Voice and Accountability,VA.EST,-0.146352023,-0.208831713
Kenya,KEN,Control of Corruption,CC.EST,-1.030673742,-0.759701312
Kenya,KEN,Imports of goods and services ,NE.IMP.GNFS.KD,17669406545,21959376618
Kiribati,KIR,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Kiribati,KIR,Government Effectiveness,GE.EST,-0.379997194,0.167575598
Kiribati,KIR,Rule of Law,RL.EST,-0.154481679,0.622419
Kiribati,KIR,Voice and Accountability,VA.EST,0.978945374,1.093916893
Kiribati,KIR,Control of Corruption,CC.EST,0.24578698,0.236564711
Kiribati,KIR,Imports of goods and services ,NE.IMP.GNFS.KD,182557152.4,180625330.7
"Korea, Dem. People's Rep.",PRK,Gross Tertiary School Enrollment (%),SE.TER.ENRR,28.02356911,NA
"Korea, Dem. People's Rep.",PRK,Government Effectiveness,GE.EST,-1.669909954,-1.462985516
"Korea, Dem. People's Rep.",PRK,Rule of Law,RL.EST,-1.65658474,-1.661086679
"Korea, Dem. People's Rep.",PRK,Voice and Accountability,VA.EST,-2.20195961,-2.021923304
"Korea, Dem. People's Rep.",PRK,Control of Corruption,CC.EST,-1.272865772,-1.60609889
"Korea, Dem. People's Rep.",PRK,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
"Korea, Rep.",KOR,Gross Tertiary School Enrollment (%),SE.TER.ENRR,93.96765137,NA
"Korea, Rep.",KOR,Government Effectiveness,GE.EST,0.977696836,1.349573493
"Korea, Rep.",KOR,Rule of Law,RL.EST,0.902760029,1.159703135
"Korea, Rep.",KOR,Voice and Accountability,VA.EST,0.631029963,0.872202396
"Korea, Rep.",KOR,Control of Corruption,CC.EST,0.340045571,0.748461604
"Korea, Rep.",KOR,Imports of goods and services ,NE.IMP.GNFS.KD,5.30E+11,6.68E+11
Kosovo,XKX,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Kosovo,XKX,Government Effectiveness,GE.EST,-0.424874187,-0.194389582
Kosovo,XKX,Rule of Law,RL.EST,-0.478559107,-0.366031259
Kosovo,XKX,Voice and Accountability,VA.EST,-0.15082033,-0.057891659
Kosovo,XKX,Control of Corruption,CC.EST,-0.559605658,-0.263794988
Kosovo,XKX,Imports of goods and services ,NE.IMP.GNFS.KD,3246709183,5563302580
Kuwait,KWT,Gross Tertiary School Enrollment (%),SE.TER.ENRR,58.70372009,NA
Kuwait,KWT,Government Effectiveness,GE.EST,-0.079239272,0.112373598
Kuwait,KWT,Rule of Law,RL.EST,-0.020576319,0.280016601
Kuwait,KWT,Voice and Accountability,VA.EST,-0.663655162,-0.685681581
Kuwait,KWT,Control of Corruption,CC.EST,-0.254954398,0.1270307
Kuwait,KWT,Imports of goods and services ,NE.IMP.GNFS.KD,51487109941,NA
Kyrgyz Republic,KGZ,Gross Tertiary School Enrollment (%),SE.TER.ENRR,44.67168808,55.91849899
Kyrgyz Republic,KGZ,Government Effectiveness,GE.EST,-0.978310049,-0.889000654
Kyrgyz Republic,KGZ,Rule of Law,RL.EST,-1.012969017,-1.147808433
Kyrgyz Republic,KGZ,Voice and Accountability,VA.EST,-0.404150844,-0.723176777
Kyrgyz Republic,KGZ,Control of Corruption,CC.EST,-1.178611875,-1.230028629
Kyrgyz Republic,KGZ,Imports of goods and services ,NE.IMP.GNFS.KD,5060186676,NA
Lao PDR,LAO,Gross Tertiary School Enrollment (%),SE.TER.ENRR,18.18120575,NA
Lao PDR,LAO,Government Effectiveness,GE.EST,-0.554707646,-0.595122039
Lao PDR,LAO,Rule of Law,RL.EST,-0.819004893,-0.805023313
Lao PDR,LAO,Voice and Accountability,VA.EST,-1.753511906,-1.656626701
Lao PDR,LAO,Control of Corruption,CC.EST,-0.944022536,-0.965779126
Lao PDR,LAO,Imports of goods and services ,NE.IMP.GNFS.KD,7479510880,NA
Latvia,LVA,Gross Tertiary School Enrollment (%),SE.TER.ENRR,74.29988098,NA
Latvia,LVA,Government Effectiveness,GE.EST,1.05424881,0.691895127
Latvia,LVA,Rule of Law,RL.EST,0.766348302,0.921995938
Latvia,LVA,Voice and Accountability,VA.EST,0.846551239,0.933728397
Latvia,LVA,Control of Corruption,CC.EST,0.434383959,0.693852961
Latvia,LVA,Imports of goods and services ,NE.IMP.GNFS.KD,16909654366,26111186497
Lebanon,LBN,Gross Tertiary School Enrollment (%),SE.TER.ENRR,38.82075119,61.59561157
Lebanon,LBN,Government Effectiveness,GE.EST,-0.401139051,-1.458655715
Lebanon,LBN,Rule of Law,RL.EST,-0.80687654,-1.10264194
Lebanon,LBN,Voice and Accountability,VA.EST,-0.462539732,-0.630593657
Lebanon,LBN,Control of Corruption,CC.EST,-0.901420474,-1.126894951
Lebanon,LBN,Imports of goods and services ,NE.IMP.GNFS.KD,24315275422,NA
Lesotho,LSO,Gross Tertiary School Enrollment (%),SE.TER.ENRR,9.687729836,NA
Lesotho,LSO,Government Effectiveness,GE.EST,-0.757278264,-0.890573919
Lesotho,LSO,Rule of Law,RL.EST,-0.194529787,-0.48737219
Lesotho,LSO,Voice and Accountability,VA.EST,0.11473237,0.051385432
Lesotho,LSO,Control of Corruption,CC.EST,0.02309202,-0.357248217
Lesotho,LSO,Imports of goods and services ,NE.IMP.GNFS.KD,2048938857,2043836286
Liberia,LBR,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Liberia,LBR,Government Effectiveness,GE.EST,-1.372096896,-1.438253641
Liberia,LBR,Rule of Law,RL.EST,-0.87652719,-0.915244639
Liberia,LBR,Voice and Accountability,VA.EST,-0.230453834,-0.018905915
Liberia,LBR,Control of Corruption,CC.EST,-0.666826963,-0.926501334
Liberia,LBR,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Libya,LBY,Gross Tertiary School Enrollment (%),SE.TER.ENRR,NA,NA
Libya,LBY,Government Effectiveness,GE.EST,-1.493534565,-1.754914165
Libya,LBY,Rule of Law,RL.EST,-1.521398187,-1.802445412
Libya,LBY,Voice and Accountability,VA.EST,-1.339936852,-1.387824893
Libya,LBY,Control of Corruption,CC.EST,-1.578030467,-1.52597928
Libya,LBY,Imports of goods and services ,NE.IMP.GNFS.KD,16894029418,NA
Liechtenstein,LIE,Gross Tertiary School Enrollment (%),SE.TER.ENRR,33.93664932,NA
Liechtenstein,LIE,Government Effectiveness,GE.EST,1.652777433,1.487835884
Liechtenstein,LIE,Rule of Law,RL.EST,1.64631331,1.720416307
Liechtenstein,LIE,Voice and Accountability,VA.EST,1.38768959,1.371997356
Liechtenstein,LIE,Control of Corruption,CC.EST,2.010810375,1.714327097
Liechtenstein,LIE,Imports of goods and services ,NE.IMP.GNFS.KD,NA,NA
Lithuania,LTU,Gross Tertiary School Enrollment (%),SE.TER.ENRR,69.74053955,NA
Lithuania,LTU,Government Effectiveness,GE.EST,1.151375175,0.994318783
Lithuania,LTU,Rule of Law,RL.EST,0.97819221,1.060279012
Lithuania,LTU,Voice and Accountability,VA.EST,0.973927557,1.063804269
